単語,観点,関連語
グリーン水素,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"再生可能エネルギー,  炭素排出,  ゼロエミッション,  水素製造,  エネルギー転換,  グリッド接続,  原子力,  燃料電池,  電気化,  エネルギー政策"
グリーン水素,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"環境,  再生可能エネルギー,  カーボンニュートラル,  水素エネルギー,  温室効果ガス,  エネルギー転換,  電気自動車,  クリーンテクノロジー,  持続可能性,  グリーンハイドロジェン"
グリーン水素,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"再生可能エネルギー,  炭素排出,  化石燃料,  省エネルギー,  燃料電池,  ゼロエミッション,  電解,  炭素中和,  グリッド,  インフラストラクチャ"
気候適応基金,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  環境,  持続可能性,  被災,  適応,  リスク,  資金,  政策,  循環,  グリーン"
気候適応基金,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"気候変動,  被災者,  災害リスク,  持続可能性,  エコシステム,  森林保護,  農業生産,  経済影響,  社会弱者,  低炭素社会"
気候適応基金,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  環境保護,  グリーンエネルギー,  持続可能性,  災害対策,  資源循環,  再生可能エネルギー,  低炭素社会,  生態系保全,  被害軽減"
気候適応基金,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"気候変動,  対策,  脱炭素化,  再生可能エネルギー,  持続可能性,  森林保護,  海洋保護,  温室効果ガス,  再利用,  再生利用"
途上国支援,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"自然,  経済,  貧困,  教育,  医療,  飢餓,  災害,  公衆衛生,  水資源,  経済発展"
途上国支援,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"開発援助,  経済格差,  教育機会,  健康保健,  食料安全保障,  雇用機会,  インフラ整備,  環境保全,  貧困削減,  社会福祉"
途上国支援,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"援助, 開発, 貧困, 教育, 保健, 農業, 水資源, エネルギー, 気候変動, 感染症"
途上国支援,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"貧困,  開発,  救援,  援助,  収入格差,  教育,  保健,  農業,  飢餓,  住宅"
気候リーダーシップ,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  温室効果ガス,  持続可能性,  グリーンエネルギー,  森林伐採,  再生可能エネルギー,  持続可能な開発,  環境保護,  カーボンオフセット,  持続可能な消費"
気候リーダーシップ,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"気候変動,  グリーンエネルギー,  持続可能性,  温室効果ガス,  再生可能エネルギー,  持続可能な開発,  カーボンニュートラル,  持続可能な農業,  持続可能な都市,  環境保護"
気候リーダーシップ,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  温室効果ガス,  再生可能エネルギー,  持続可能性,  森林破壊,  海面上昇,  二酸化炭素排出,  環境保護,  持続可能な開発,  気候変動適応"
気候リーダーシップ,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"持続可能性,  再生可能エネルギー,  カーボンニュートラル,  循環経済,  気候変動適応,  温室効果ガス削減,  グリーンテクノロジー,  持続可能な開発目標,  森林保護,  ローカルフード"
気候変動教育,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  環境,  温室効果ガス,  持続可能性,  海面上昇,  森林減少,  再生可能エネルギー,  資源枯渇,  バイオダイバーシティ,  災害管理"
気候変動教育,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"気候変動,  環境保護,  持続可能性,  温室効果ガス,  再生可能エネルギー,  森林破壊,  持続可能な開発,  水資源管理,  気候変動適応,  グリーンテクノロジー"
気候変動教育,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  環境保護,  持続可能性,  CO2排出,  温室効果ガス,  森林伐採,  再生可能エネルギー,  海面上昇,  気温上昇,  災害リスク"
気候変動教育,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"気候変動,  環境,  持続可能性,  CO2排出,  再生可能エネルギー,  森林保護,  地球温暖化,  資源管理,  リサイクル,  グリーンテクノロジー"
クリーン開発,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"環境,  持続可能性,  資源,  エネルギー,  削減,  リサイクル,  汚染,  持続,  汎化,  温室効果"
クリーン開発,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"持続可能性,  再生可能エネルギー,  バイオ燃料,  リサイクル,  環境影響評価,  炭素排出削減,  リニア経済,  リサイクル経済,  グリーンテクノロジー,  環境管理"
クリーン開発,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"クリーンエネルギー,  環境保護,  再生可能エネルギー,  持続可能性,  気候変動,  リサイクル,  温室効果ガス,  持続可能な開発,  生態系,  バイオマス"
クリーン開発,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"環境保護,  再生可能エネルギー,  排出削減,  リサイクル,  持続可能性,  汚染防止,  グリーンテクノロジー,  エコロジカルフットプリント,  バイオディーゼル,  環境マネジメント"
気候ファイナンス,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),気候変動、再生可能エネルギー、二酸化炭素排出、森林破壊、地球温暖化、気候適応、海面上昇、気候行動、気候危機、持続可能性
気候ファイナンス,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"気候変動,  グリーンボンド,  パリ協定,  持続可能性,  再生可能エネルギー,  カーボンオフセット,  生態系保護,  持続可能な開発目標,  気候適応,  カーボンニュートラル"
気候ファイナンス,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  グリーンファイナンス,  カーボンオフセット,  再生可能エネルギー,  持続可能性,  カーボンニュートラル,  パリ協定,  森林保護,  気候リスク,  再生可能資源"
気候ファイナンス,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"気候変動,  温室効果ガス,  再生可能エネルギー,  持続可能性,  カーボンオフセット,  気候適応,  環境保護,  グリーンテクノロジー,  パリ協定,  サステナビリティ"
持続可能性評価,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"環境,  エネルギー,  リサイクル,  持続可能,  グリーン,  カーボンフットプリント,  グローバル,  リニューアブル,  エコシステム,  社会的責任"
持続可能性評価,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"調達,  共感,  コミュニケーション,  パートナーシップ,  リサイクル,  イノベーション,  グリーンテクノロジー,  温室効果ガス,  持続可能な開発,  環境負荷"
持続可能性評価,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"事柄, 事象, 現象, 自然, 生物, 社会活動, 産業, 物質, 天候  , 環境保護, 気候変動, 資源管理, 生態系, 生物多様性, 社会責任, 再生可能エネルギー, 廃棄物削減, 化石燃料, 自然災害"
持続可能性評価,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"対策,  環境,  二酸化炭素排出,  再生可能エネルギー,  リサイクル,  グリーンテクノロジー,  エコロジカルフットプリント,  持続可能性,  グリーンビルディング,  クリーンエネルギー"
カーボンニュートラル都市,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"持続可能性,  再生可能エネルギー,  低炭素,  気候変動,  リサイクル,  森林保護,  公共交通機関,  エコロジカルフットプリント,  バイオ多様性,  ライフサイクル評価"
カーボンニュートラル都市,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"エネルギー効率,  再生可能エネルギー,  交通渋滞,  廃棄物削減,  持続可能性,  炭素排出量,  緑化,  循環経済,  都市計画,  気候変動"
カーボンニュートラル都市,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"事業,  炭素排出,  再生可能エネルギー,  持続可能性,  グリーンテクノロジー,  気候変動,  持続可能な開発,  グリーンハウスガス,  環境保護,  再利用"
カーボンニュートラル都市,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"カーボンニュートラル,  温室効果ガス,  再生可能エネルギー,  エコロジカルフットプリント,  リサイクル,  持続可能性,  資源効率,  グリーンテクノロジー,  ゼロエミッション,  持続可能な都市"
ゼロカーボン戦略,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"事業,  温室効果ガス,  再生可能エネルギー,  持続可能,  炭素排出,  気候変動,  エコロジカル,  資源節約,  再利用,  グリーンテクノロジー"
ゼロカーボン戦略,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),排出量、持続可能性、再生可能エネルギー、排出削減、炭素税、気候変動、省エネ、脱炭素、環境影響、緑の経済
ゼロカーボン戦略,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"事柄,  事象,  現象,  自然,  生物,  社会活動,  産業,  物質,  天候  , 排出量削減,  再生可能エネルギー,  持続可能性,  森林保護,  生態系,  カーボンオフセット,  グリーンテクノロジー,  再利用,  地球温暖化,  気候変動"
ゼロカーボン戦略,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"持続可能性,  再生可能エネルギー,  カーボンニュートラル,  グリーンテクノロジー,  エコロジカルフットプリント,  再利用,  エネルギー効率,  環境影響評価,  バイオマス,  サーキュラーエコノミー"
気候変動認知,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  温室効果ガス,  化石燃料,  森林伐採,  氷河,  海面上昇,  異常気象,  持続可能性,  循環経済,  再生可能エネルギー"
気候変動認知,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"気温,  二酸化炭素,  水位上昇,  森林破壊,  化石燃料,  温暖化,  災害リスク,  持続可能性,  経済影響,  環境保護"
気候変動認知,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  災害,  降水量,  干ばつ,  海面上昇,  氷河,  暴風雨,  森林火災,  食糧安全保障,  持続可能"
気候変動認知,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"気候変動,  温室効果ガス,  再生可能エネルギー,  持続可能性,  カーボンフットプリント,  森林保護,  海洋保護,  再利用,  エコロジカル,  環境配慮"
市民活動,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"市民活動,  背景,  事柄,  事象,  現象,  自然,  生物,  社会活動,  産業,  物質,  天候  "
市民活動,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"市民参加,  地域社会,  問題解決,  社会変革,  政策提言,  人権保護,  環境保護活動,  ボランティア,  災害対策,  福祉支援"
市民活動,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"事柄,  事象,  現象,  自然,  生物,  社会活動,  産業,  物質,  天候"
市民活動,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"市民参加,  ボランティア,  地域コミュニティ,  環境保護,  社会貢献,  政治参加,  フェアトレード,  人権活動,  環境問題,  ライフスタイル"
環境NGO,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"環境,  保護,  持続可能性,  エコシステム,  汚染,  再生可能エネルギー,  森林,  バイオダイバーシティ,  気候変動,  リサイクル"
環境NGO,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"環境,  持続可能性,  森林破壊,  水資源,  汚染,  気候変動,  バイオダイバーシティ,  再生可能エネルギー,  プラスチック問題,  地球温暖化"
環境NGO,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"環境,  保護,  持続可能,  汚染,  大気,  森林,  生態系,  廃棄物,  再生可能エネルギー,  動物保護"
環境NGO,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"対策,  環境保護,  持続可能性,  再生可能エネルギー,  リサイクル,  持続可能な開発,  汚染,  森林保護,  気候変動,  環境規制"
気候アクティビズム,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  環境保護,  持続可能性,  再生可能エネルギー,  森林伐採,  温室効果ガス,  海洋酸性化,  リサイクル,  持続可能な開発,  生態系保護"
気候アクティビズム,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"環境保護,  持続可能性,  化石燃料,  気候変動,  持続可能な開発,  再生可能エネルギー,  森林伐採,  持続可能な生活,  環境浄化,  グリーンテクノロジー"
気候アクティビズム,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  カーボンフットプリント,  再生可能エネルギー,  持続可能性,  森林伐採,  気温上昇,  海面上昇,  パリ協定,  持続可能な開発目標,  気候適応"
気候アクティビズム,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"気候変動,  再生可能エネルギー,  持続可能性,  カーボンニュートラル,  パリ協定,  森林保護,  再利用,  脱炭素化,  持続可能な開発,  環境保護"
若者の気候行動,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  環境,  持続可能性,  カーボンフットプリント,  消費行動,  再生可能エネルギー,  森林破壊,  レシクル,  持続可能な開発,  グリーンテクノロジー"
若者の気候行動,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"気候変動,  プラスチック,  持続可能性,  カーボンフットプリント,  再生可能エネルギー,  リサイクル,  持続可能な開発,  森林破壊,  環境保護,  持続可能な消費"
若者の気候行動,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"若者,  気候行動,  環境,  持続可能性,  エコロジー,  温室効果ガス,  再生可能エネルギー,  プラスチック削減,  森林保護,  持続可能な消費"
若者の気候行動,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"気候変動,  再生可能エネルギー,  リサイクル,  持続可能性,  カーボンフットプリント,  グリーンテクノロジー,  持続可能な開発,  エコロジスト,  持続可能な消費,  地球温暖化"
環境ボランティア,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"環境,  ボランティア,  資源,  再生可能エネルギー,  持続可能性,  森林,  地球温暖化,  汚染,  保護,  リサイクル"
環境ボランティア,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"環境保護,  温室効果ガス,  再生可能エネルギー,  持続可能性,  生物多様性,  リサイクル,  持続可能な消費,  森林保護,  海洋汚染,  水資源管理"
環境ボランティア,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"事柄,  事象,  現象,  自然,  生物,  社会活動,  産業,  物質,  天候, 環境保護,  持続可能性,  生態系,  汚染,  森林,  廃棄物,  再生可能エネルギー,  資源,  温暖化,  自然災害"
環境ボランティア,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"環境保護,  リサイクル,  持続可能,  エコロジー,  温室効果ガス,  再生可能エネルギー,  廃棄物管理,  持続可能な開発,  森林保護,  環境影響評価"
未来世代,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"未来世代,  環境保護,  持続可能性,  再生可能エネルギー,  気候変動,  生物多様性,  廃棄物削減,  グリーンテクノロジー,  持続可能な開発,  環境汚染"
未来世代,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"環境保護,  持続可能性,  気候変動,  資源枯渇,  食糧安全保障,  大気汚染,  バイオダイバーシティ,  社会格差,  公共施設整備,  教育格差"
未来世代,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"未来,  環境保護,  持続可能性,  クリーンエネルギー,  温室効果ガス,  食糧安全保障,  バイオディバーシティ,  リサイクル,  持続可能な開発,  天候変動"
未来世代,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"事業,  環境,  再生可能エネルギー,  持続可能性,  循環経済,  グリーンテクノロジー,  資源管理,  カーボンニュートラル,  サステナビリティ,  自然保護"
脱温暖化,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  温室効果ガス,  化石燃料,  森林伐採,  工業化,  大気汚染,  過剰消費,  人口増加,  自動車排ガス,  地球温暖化"
脱温暖化,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"気候変動,  温室効果ガス,  持続可能性,  再生可能エネルギー,  森林伐採,  海洋酸性化,  水資源管理,  CO2排出削減,  環境保護政策,  グリーンテクノロジー"
脱温暖化,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"融解,  洪水,  干ばつ,  生態系,  飢餓,  海面上昇,  熱波,  気候変動,  酸性雨,  健康影響"
脱温暖化,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"二酸化炭素,  再生可能エネルギー,  持続可能,  森林保護,  低炭素社会,  再利用,  環境規制,  持続可能な開発,  削減,  生物多様性"
カーボンマネジメント,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  温室効果ガス,  エネルギー効率,  再生可能エネルギー,  持続可能性,  脱炭素化,  エコロジカルフットプリント,  環境保護,  地球温暖化,  持続可能な開発"
カーボンマネジメント,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),排出量、削減、二酸化炭素、持続可能、再生可能エネルギー、グリーンハウス効果、温室効果ガス、炭素税、脱炭素化、再生可能エネルギー源
カーボンマネジメント,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"温室効果ガス,  再生可能エネルギー,  持続可能性,  森林保全,  バイオマス,  環境規制,  グリーンテクノロジー,  クリーンエネルギー,  炭素排出,  持続可能な開発"
カーボンマネジメント,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"排出削減,  再生可能エネルギー,  エコロジカルフットプリント,  持続可能性,  ローカルプロダクション,  再利用,  ローカルサーキュレーション,  炭素オフセット,  削減目標,  グリーンテクノロジー"
カーボンシンク,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"カーボンシンク, 気候変動, 二酸化炭素, 森林, 海洋, 植物, 大気, 地球温暖化, 炭素循環, 保全"
カーボンシンク,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"炭素循環,  炭素排出,  温室効果ガス,  持続可能性,  再生可能エネルギー,  炭素税,  森林伐採,  水質汚染,  環境影響評価,  グリーンハウスガス"
カーボンシンク,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"炭素排出,  持続可能性,  森林保護,  気候変動,  温室効果ガス,  再生可能エネルギー,  グリーンテクノロジー,  減少削減目標,  持続可能な開発,  環境保護"
カーボンシンク,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"地球温暖化,  CO2排出削減,  再生可能エネルギー,  持続可能性,  炭素オフセット,  森林保護,  グリーンテクノロジー,  グローバルウォーミング,  クリーンエネルギー,  パリ協定"
炭素隔離,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"炭素, 温室効果ガス, 排出量, 化石燃料, 二酸化炭素, 森林破壊, 地球温暖化, 再生可能エネルギー, 気候変動, 持続可能"
炭素隔離,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"二酸化炭素,  地球温暖化,  温室効果ガス,  再生可能エネルギー,  カーボンニュートラル,  持続可能性,  炭素排出量,  水素燃料,  バイオマスエネルギー,  グリーンテクノロジー"
炭素隔離,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"炭素,  酸素,  大気,  地球温暖化,  森林,  エネルギー,  自然災害,  海洋,  持続可能性,  化石燃料"
炭素隔離,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"排出削減,  再生可能エネルギー,  キャプチャー技術,  エコロジカルフットプリント,  持続可能性,  カーボンオフセット,  低炭素経済,  グリーンテクノロジー,  森林再生,  再生可能資源"
環境正義,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"環境,  正義,  可持性,  持続可能性,  公正,  汚染,  気候変動,  人権,  森林伐採,  再生可能エネルギー"
環境正義,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"環境保護,  持続可能な開発,  汚染,  気候変動,  持続可能性,  再生可能エネルギー,  生態系,  廃棄物管理,  環境影響評価,  持続可能な消費"
環境正義,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"環境,  正義,  影響,  事柄,  事象,  現象,  自然,  生物,  社会活動,  産業"
環境正義,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"事柄,  事象,  現象,  自然,  物質,  社会活動,  産業,  組織,  制度,  生活,  人造物"
気候避難民,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  災害,  飢饉,  海面上昇,  人間環境,  砂漠化,  森林破壊,  食料不足,  経済危機,  農業衰退"
気候避難民,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"気候変動,  食料不足,  飲料水,  土壌 degradtion,  災害,  公衆衛生,  農業,  都市化,  難民キャンプ,  持続可能性"
気候避難民,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  災害,  水不足,  飢餓,  健康問題,  飲料水,  適応,  移民,  農業,  経済影響"
気候避難民,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"気候変動,  避難計画,  適応策,  災害リスク,  避難所,  食糧安全保障,  保険制度,  持続可能性,  国際協力,  緊急支援"
環境難民,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  海面上昇,  飢餓,  災害,  砂漠化,  水不足,  食糧不安,  狭い部屋,  資源過剰,  経済不況"
環境難民,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"破壊,  避難,  移住,  資源枯渇,  気候変動,  生活困難,  食料不足,  疾病拡大,  人権侵害,  隔離"
環境難民,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"砂漠化,  洪水,  飢饉,  土壌劣化,  森林減少,  極端な天候,  偏在,  海面上昇,  強制移住,  経済格差"
環境難民,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"砂漠化,  洪水,  気候変動,  飢饉,  森林破壊,  海面上昇,  都市化,  飲料水不足,  人口増加,  災害リスク"
地域気候計画,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"事象,  環境変動,  持続可能性,  災害リスク,  化石燃料,  森林破壊,  気候変動対策,  水資源管理,  地球温暖化,  持続可能な開発"
地域気候計画,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"気候変動,  防災,  持続可能性,  環境保護,  資源管理,  農業生産性,  都市計画,  住宅建設,  インフラ整備,  地域協力"
地域気候計画,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"地域気候計画,  影響,  事柄,  事象,  現象,  自然,  生物,  社会活動,  産業,  物質,  天候"
地域気候計画,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"地域,  気候変動,  対策,  報告書,  持続可能性,  低炭素社会,  エネルギー効率,  再生可能エネルギー,  防災,  協力"
グリーン政策,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"環境保護,  持続可能性,  再生可能エネルギー,  地球温暖化,  生態系,  廃棄物削減,  グリーンテクノロジー,  持続可能な開発,  生物多様性,  環境規制"
グリーン政策,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"持続可能性,  再生可能エネルギー,  気候変動,  森林破壊,  環境保護,  CO2削減,  バイオマス,  廃棄物リサイクル,  地球温暖化,  グリーンテクノロジー"
グリーン政策,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"環境保護,  再生可能エネルギー,  持続可能性,  リサイクル,  排出削減,  グリーンテクノロジー,  持続可能な開発,  気候変動,  生物多様性,  ゼロエミッション"
グリーン政策,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"環境保護,  再生可能エネルギー,  リサイクル,  持続可能性,  炭素削減,  持続可能な開発,  生物多様性,  ゼロエミッション,  エコフレンドリー,  持続可能な交通"
グリーンインセンティブ,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"環境保護,  再生可能エネルギー,  持続可能性,  カーボンニュートラル,  バイオマス,  グリーンテクノロジー,  エコフレンドリー,  レサイクル,  エコノミー,  エコロジカル"
グリーンインセンティブ,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),環境、持続可能性、再生可能エネルギー、廃棄物削減、省エネルギー、バイオディーゼル、廃棄物リサイクル、カーボンオフセット、エコロジカルフットプリント、環境税
グリーンインセンティブ,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"事柄,  事象,  現象,  自然,  生物,  社会活動,  産業,  物質,  天候, エコロジカル,  可持性,  グリーンテクノロジー,  再生可能エネルギー,  環境配慮型,  ライフサイクルアセスメント,  サステナビリティ,  環境負荷,  気候変動,  再利用"
グリーンインセンティブ,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"エコロジー,  再生可能エネルギー,  バイオディーゼル,  ソーラーパネル,  グリーンビルディング,  カーボンオフセット,  環境配慮型,  リサイクル,  クリーンテクノロジー,  持続可能性"
気候政策,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  温室効果ガス,  持続可能,  カーボンフットプリント,  再生可能エネルギー,  森林保護,  適応能力,  持続可能な開発,  経済効果,  緑の成長"
気候政策,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"気候変動,  温室効果ガス,  持続可能性,  再生可能エネルギー,  森林破壊,  海洋酸性化,  化石燃料,  経済成長,  食糧安全保障,  社会的包摂"
気候政策,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気温,  二酸化炭素,  森林減少,  化石燃料,  海氷減少,  水不足,  水位上昇,  持続可能性,  再生可能エネルギー,  持続可能な開発"
気候政策,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"気候変動,  温室効果ガス,  再生可能エネルギー,  持続可能性,  カーボンニュートラル,  パリ協定,  森林保護,  削減目標,  環境技術,  地球温暖化"
都市政策,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"都市計画,  人口増加,  資源利用,  環境保護,  交通インフラ,  経済発展,  土地利用,  持続可能性,  公共施設,  災害対策"
都市政策,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"都市計画,  交通渋滞,  環境汚染,  住宅問題,  資源供給,  地域格差,  公共施設,  防災対策,  土地利用,  経済発展"
都市政策,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"事柄,  事象,  現象,  自然,  生物,  社会活動,  産業,  物質,  天候  "
都市政策,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"事業,  再開発,  交通,  環境,  住宅,  規制,  地域,  都市計画,  商業,  観光"
