単語,観点,関連語
グリーンテクノロジー,対策,"再生可能エネルギー,  ソーラーパネル,  風力発電,  バイオ燃料,  エコモビリティ,  グリーンビルディング,  リサイクル,  ゼロエミッション,  サステナビリティ,  カーボンニュートラル"
クリーンテック,持続可能性,"クリーンエネルギー,  再生可能エネルギー,  環境保護,  リサイクリング,  グリーンテクノロジー,  持続可能性,  イノベーション,  カーボンニュートラル,  エコフレンドリー,  ゼロエミッション"
クリーンテック,技術,"再生可能エネルギー,  バイオマス,  蓄電池,  グリッド接続,  エネルギー効率,  再生可能資源,  炭素排出削減,  再利用,  グリーンテクノロジー,  再生可能燃料"
クリーンテック,経済,"エネルギー,  再生可能エネルギー,  バイオマス,  持続可能性,  創エネ,  グリーンテクノロジー,  リサイクル,  ゼロエミッション,  エコノミー,  カーボンニュートラル"
クリーンテック,環境負荷,"再生可能エネルギー,  再利用,  バイオマス,  グリーンテクノロジー,  炭素排出,  リサイクル,  持続可能,  ゼロエミッション,  環境保護,  資源効率"
クリーンテック,政策,"再生可能エネルギー,  グリーンテクノロジー,  ゼロエミッション,  エコイノミー,  持続可能性,  枯渇可能エネルギー,  温室効果ガス,  リサイクル,  環境保護,  クリーンエネルギー"
クリーンテック,背景,"エネルギー,  環境,  再生可能エネルギー,  持続可能性,  グリーンテック,  創出,  イノベーション,  温室効果ガス,  リサイクル,  循環型経済"
クリーンテック,課題,"排出削減,  再生可能エネルギー,  グリーンテクノロジー,  サステナビリティ,  エコイノミー,  循環経済,  持続可能性,  ローカルフード,  レジリエンス,  バイオマス"
クリーンテック,影響,"再生可能エネルギー,  再利用,  ゼロエミッション,  リサイクル,  エコフレンドリー,  サステナビリティ,  グリーンテクノロジー,  カーボンニュートラル,  バイオディーゼル,  環境保護"
クリーンテック,対策,"再生可能エネルギー,  再利用,  エコフレンドリー,  環境保護,  リサイクル,  グリーンテクノロジー,  カーボンニュートラル,  持続可能性,  廃棄物削減,  ゼロエミッション"
省エネ法,持続可能性,"省エネ,  持続可能性,  環境,  エネルギー,  グリーン,  再生可能エネルギー,  削減,  リサイクル,  カーボンフットプリント,  リニューアブル"
省エネ法,技術,"省エネ法,  施策,  計画,  設備,  照明,  冷暖房,  冷蔵庫,  電化製品,  リサイクル,  エコロジー"
省エネ法,経済,"省エネ,  法律,  規制,  エネルギー,  施策,  効率,  環境,  コスト,  インセンティブ,  電力"
省エネ法,環境負荷,"二酸化炭素,  グリーンハウス効果,  指定工場,  訓練,  計画,  設備,  審査,  自主的,  モニタリング,  監督"
省エネ法,政策,"省エネ,  CO2削減,  再生可能エネルギー,  グリーンビルディング,  エネルギー効率,  エコマイレージ,  ゼロエミッション,  バイオマス,  電力需要,  蓄電技術"
省エネ法,背景,"省エネ法,  省エネルギー,  資源,  環境,  二酸化炭素,  温室効果ガス,  循環型社会,  再生可能エネルギー,  エコロジー,  グリーンビルディング"
省エネ法,課題,"省エネ法,  規制,  施策,  普及啓発,  計画策定, 効率基準,  指導監督,  エネルギー消費量,  削減目標,  検証評価"
省エネ法,影響,"省エネ法,  施策,  規制,  電力,  削減,  効率化,  冷暖房,  LED,  エコロジー,  低炭素"
省エネ法,対策,"省エネ,  施策,  効率化,  冷暖房設備,  LED照明,  グリーン建築,  再生可能エネルギー,  省エネ基準,  エコモード,  自然光活用"
グリーンリカバリー,持続可能性,"エコロジカル,  再生可能エネルギー,  バイオディバーシティ,  リサイクル,  グリーンテクノロジー,  持続可能性,  空気品質,  削減,  クリーンエネルギー,  カーボンニュートラル"
グリーンリカバリー,技術,"再利用,  再生,  リサイクル,  サステナビリティ,  環境保護,  循環型経済,  ゼロウェイスト,  カーボンニュートラル,  削減,  持続可能"
グリーンリカバリー,経済,"持続可能性,  再生可能エネルギー,  グリーンテクノロジー,  環境保護,  循環経済,  創造的破壊,  カーボンオフセット,  ゼロエミッション,  バイオマス,  エコノミクス"
グリーンリカバリー,環境負荷,"再利用,  再生可能,  削減,  エコデザイン,  リサイクル,  カーボンフットプリント,  持続可能性,  バイオデグレード,  エネルギー効率,  環境保護"
グリーンリカバリー,政策,"環境保護,  再生可能エネルギー,  持続可能性,  温室効果ガス,  再利用,  減少,  カーボンニュートラル,  リサイクル,  持続可能な開発,  自然保護."
グリーンリカバリー,背景,"グリーン,  リカバリー,  環境,  再生,  持続可能,  エコロジカル,  循環,  ゼロウェイスト,  カーボンニュートラル,  創意工夫"
グリーンリカバリー,課題,"エコロジカル,  持続可能性,  再生可能エネルギー,  リサイクル,  バイオディーゼル,  環境保護,  カーボンフットプリント,  グリーンテクノロジー,  森林再生,  廃棄物削減"
グリーンリカバリー,影響,"環境,再生可能エネルギー,持続可能性,温室効果ガス,再利用,生物多様性,廃棄物,炭素排出量,循環経済,エコロジカル footprint"
グリーンリカバリー,対策,"リカバリー,  再生可能エネルギー,  持続可能,  環境保護,  クリーンエネルギー,  カーボンニュートラル,  再利用,  エコロジカル,  グリーンテクノロジー,  持続可能な開発"
脱石炭,持続可能性,"持続可能性,  再生可能エネルギー,  環境保護,  温室効果ガス削減,  再利用,  クリーンエネルギー,  グリーンテクノロジー,  カーボンニュートラル,  資源の有効活用,  持続可能な開発"
脱石炭,技術,"脱石炭,  再生可能エネルギー,  CCS,  水力発電,  太陽光発電,  風力発電,  バイオマス,  核融合,  地熱,  ヒドロゲン"
脱石炭,経済,"再生可能エネルギー,  温室効果ガス,  環境保護,  再生可能エネルギー市場,  グリーンエネルギー,  持続可能性,  カーボンニュートラル,  クリーンエネルギー,  グリーンテクノロジー,  炭素排出"
脱石炭,環境負荷,"石炭,  温室効果ガス,  大気汚染,  森林破壊,  採掘,  灰,  二酸化硫黄,  水質汚染,  鉱山,  地球温暖化"
脱石炭,政策,"脱石炭,  再生可能エネルギー,  温室効果ガス,  気候変動,  環境保護,  グリーンエネルギー,  持続可能性,  カーボンニュートラル,  再利用,  省エネルギー"
脱石炭,背景,"化石燃料,  再生可能エネルギー,  持続可能性,  温室効果ガス,  地球温暖化,  エネルギー政策,  環境保護,  グリーンエネルギー,  温室効果,  持続可能な開発"
脱石炭,課題,"排出削減,  再生可能エネルギー,  持続可能性,  グリーンテクノロジー,  地球温暖化,  環境保護,  カーボンニュートラル,  再生可能資源,  目標達成,  エコフレンドリー"
脱石炭,影響,"温室効果ガス,  火力発電,  再生可能エネルギー,  環境破壊,  気候変動,  持続可能性,  大気汚染,  化石燃料,  環境保護,  地球温暖化"
脱石炭,対策,"省エネ,再生可能エネルギー,カーボン・ニュートラル,地球温暖化,温室効果ガス,気候変動,持続可能性,バイオマス,二酸化炭素排出削減,再利用"
天然ガス,持続可能性,"再生可能性,  排出量,  地球温暖化,  エネルギー,  環境,  可再生エネルギー,  採掘,  需要,  資源,  効率"
天然ガス,技術,"掘削,  圧縮,  輸送,  品質規格,  圧力調整,  貯蔵,  分配,  燃焼,  露天掘り,  地下貯蔵"
天然ガス,経済,"需要,  供給,  輸出,  輸入,  値段,  生産,  油田,  パイプライン,  地下埋蔵量,  輸送"
天然ガス,環境負荷,"地球温暖化,  温室効果ガス,  排出量,  燃焼,  水質汚染,  地震,  海洋汚染,  生態系,  鉱床,  火災"
天然ガス,政策,"探査,  輸送,  貯蔵,  石油,  地下,  露出,  燃焼,  火災,  持続可能,  環境"
天然ガス,背景,"探査,  蓄積,  生産,  利用,  輸送,  共同開発,  需要,  地下,  石油産業,  環境"
天然ガス,課題,"採掘,  輸送,  流通,  貯蔵,  震源地,  環境影響,  気候変動,  インフラ整備,  供給安定,  露出"
天然ガス,影響,"石油,  輸送,  地震,  石炭,  発電所,  燃焼,  環境,  採掘,  貿易,  化石燃料"
天然ガス,対策,"省エネ,再生可能エネルギー,地球温暖化,排出量削減,燃焼効率,二酸化炭素,排出基準,燃料転換,排ガス処理,再利用"
メタンハイドレート,持続可能性,"持続可能性,  エネルギー,  環境,  採掘,  資源,  温室効果ガス,  海底,  技術,  開発,  リスク"
メタンハイドレート,技術,"メタン,  ハイドレート,  抽出,  貯蔵,  採掘,  圧力,  温度,  海底,  ガス,  固形化"
メタンハイドレート,経済,"メタンハイドレート,  採掘,  エネルギー,  地球温暖化,  海底,  技術,  開発,  資源,  産業,  需要"
メタンハイドレート,環境負荷,"温室効果ガス,  採掘,  地球温暖化,  海洋底,  水温上昇,  資源開発,  エネルギー,  地震,  環境影響,  再生可能エネルギー"
メタンハイドレート,政策,"メタンハイドレート,  採掘,  環境保護,  再生可能エネルギー,  地球温暖化,  海底,  探査,  技術開発,  海洋資源,  エネルギー政策"
メタンハイドレート,背景,"メタン,  氷,  地球,  圏,  海底,  地質,  圧力,  温度,  ガス,  エネルギー"
メタンハイドレート,課題,"メタンハイドレート,  探査,  抽出,  海底,  地下,  堆積物,  地球温暖化,  燃料,  技術開発,  潜在性"
メタンハイドレート,影響,"メタンハイドレート,  地球温暖化,  海底,  採掘,  エネルギー資源,  環境保護,  ガスハイドレート,  海洋生物,  エネルギー開発,  海洋生態系"
メタンハイドレート,対策,"メタンハイドレート,  地球温暖化,  海洋底,  ガスハイドレート,  採掘技術,  炭素排出,  災害予防,  持続可能性,  エネルギー供給,  研究開発"
持続可能な都市,持続可能性,"持続可能性,  都市計画,  再生可能エネルギー,  公共交通,  リサイクル,  グリーンスペース,  エコフレンドリー,  水資源管理,  エコシステム保護,  地域社会参加  "
持続可能な都市,技術,"持続可能性,  再生可能エネルギー,  グリーンインフラ,  デジタル化,  リサイクル,  エコモビリティ,  ウォーターマネジメント,  サステナブルデザイン,  スマートシティ,  エコロジカルフットプリント"
持続可能な都市,経済,"経済成長,  再生可能エネルギー,  循環経済,  交通インフラ,  グリーンビルディング,  地域雇用,  リサイクルプログラム,  持続可能な観光,  サステナブル・ライフスタイル,  大気浄化"
持続可能な都市,環境負荷,"排出量,  再生可能エネルギー,  公共交通機関,  廃棄物管理,  環境保護,  再利用,  グリーンインフラ,  持続可能性,  エコロジカルフットプリント,  緑化"
持続可能な都市,政策,"都市計画,  再生可能エネルギー,  公共交通機関,  廃棄物管理,  環境保護,  再利用,  エコロジカルデザイン,  グリーンスペース,  サステナビリティ,  交通渋滞"
持続可能な都市,背景,"都市計画,  再生可能エネルギー,  廃棄物リサイクル,  公共交通機関,  エコロジカルデザイン,  グリーンスペース,  バイオダイバーシティ,  サステナビリティ指標,  低炭素社会,  環境保全"
持続可能な都市,課題,"都市計画,  再生可能エネルギー, 廃棄物削減,  グリーンインフラ,  交通渋滞,  水資源管理,  大気汚染,  バイオダイバーシティ,  再利用,  持続可能な建築"
持続可能な都市,影響,"都市計画,  再生可能エネルギー,  廃棄物リサイクル,  交通インフラ,  緑地帯整備,  水資源管理,  持続可能な建築,  公共交通機関,  公共施設,  地域協力"
持続可能な都市,対策,"環境保護,  再生可能エネルギー,  交通効率化, 廃棄物削減,  リサイクル,  都市農業,  水資源管理,  CO2削減,  自転車導入,  グリーンビルディング"
気候変動対策,持続可能性,"持続可能性,  再生可能エネルギー,  グリーンテクノロジー,  サーキュラーエコノミー,  持続可能な開発目標,  持続可能な消費,  地球温暖化,  再利用,  グリーンビルディング,  持続可能な農業"
気候変動対策,技術,"温室効果ガス,  再生可能エネルギー,  カーボンニュートラル,  持続可能性,  ゼロエミッション,  グリーンテクノロジー,  クリーンエネルギー,  エコイノベーション,  レジリエンス,  ローカルフード"
気候変動対策,経済,"再生可能エネルギー,  カーボンオフセット,  グリーンテクノロジー,  サステナビリティ,  カーボンプライシング,  ローカルフード,  エコロジカルフットプリント,  レジリエンス,  プライベートパブリックパートナーシップ,  サーキュラーエコノミー"
気候変動対策,環境負荷,"温室効果ガス,  二酸化炭素,  森林伐採,  再生可能エネルギー,  地球温暖化, 排出削減, 気候変動適応, 廃棄物削減, 環境規制, 持続可能な開発"
気候変動対策,政策,"温室効果ガス,  再生可能エネルギー,  持続可能な開発,  森林保護,  グリーンテクノロジー,  カーボンオフセット,  クリーンエネルギー,  持続可能性,  パリ協定,  気候適応"
気候変動対策,背景,"気候変動,  温室効果ガス,  再生可能エネルギー,  持続可能性,  森林伐採,  放射熱,  持続可能な開発,  環境保護,  持続可能な都市,  気候変動対策"
気候変動対策,課題,"気候変動,  温室効果ガス,  再生可能エネルギー,  持続可能性,  二酸化炭素,  森林伐採,  削減目標,  経済的影響,  国際協力,  緊急性"
気候変動対策,影響,"気候変動,  温室効果ガス,  再生可能エネルギー,  持続可能,  脱炭素,  削減,  グリーンテクノロジー,  持続可能な開発目標,  カーボンオフセット,  持続可能性"
気候変動対策,対策,"二酸化炭素,  再生可能エネルギー,  持続可能性,  森林保護,  環境保護,  グリーンテクノロジー,  再利用,  カーボンニュートラル,  温室効果ガス,  廃棄物削減"
産業革命,持続可能性,"産業,革命,持続可能性,環境,エネルギー,再生可能,排出,資源,循環,社会"
産業革命,技術,"蒸気機関,  織機,  製鉄法,  石炭採掘,  天然ガス,  水力,  飛行機,  電信,  蒸気船,  製糖"
産業革命,経済,"産業革命,  蒸気機関,  工業化,  労働者,  繊維産業,  資本主義,  機械化,  炭鉱,  鉄道,  工場"
産業革命,環境負荷,"地球温暖化,  大気汚染,  森林破壊,  水質汚染,  環境破壊,  廃棄物問題,  酸性雨,  生物多様性減少,  海洋汚染,  持続可能性"
産業革命,政策,"産業革命,  資本主義,  産業化,  工業化,  労働者,  労働条件,  技術革新,  機械化,  市場経済,  競争"
産業革命,背景,"産業化,  商業革命,  農業革命,  技術革新,  資本主義,  都市化,  労働力,  交通機関,  機械化,  市場経済"
産業革命,課題,"労働条件,  環境汚染,  過労労働,  社会不満,  賃金格差,  労働組合,  子労働,  労働安全衛生,  労働時間規制,  低賃金"
産業革命,影響,"産業化,  工業化,  資本主義,  機械化,  労働者,  鉄道,  蒸気機関,  織機,  労働条件,  市場経済"
産業革命,対策,"原材料,  機械化,  労働条件改善,  都市化,  環境汚染,  労働組合,  技術革新,  労働者階級,  産業規制,  労働時間短縮"
ブルーカーボン,持続可能性,"持続可能性,  海洋,  炭素貯留,  湿地,  保護,  マングローブ,  海草,  バイオマス,  CO2削減,  生態系"
ブルーカーボン,技術,"温室効果ガス,  海藻,  マングローブ,  炭素吸収,  湿地,  海洋生態系,  炭固定,  水産資源,  地球温暖化,  持続可能"
ブルーカーボン,経済,"ブルーカーボン,  海洋保全,  カーボンニュートラル,  持続可能性,  生態系,  海草,  二酸化炭素吸収,  炭素貯蔵,  水質浄化,  環境保護"
ブルーカーボン,環境負荷,"地球温暖化,  海洋酸性化,  森林破壊,  水質汚染,  海洋ゴミ,  再生可能エネルギー,  気候変動,  生態系破壊,  持続可能性,  廃棄物管理"
ブルーカーボン,政策,"ブルーカーボン,  海洋,  森林,  二酸化炭素吸収,  マングローブ,  生態系,  カーボンオフセット,  保全,  グリーンハウス効果ガス,  地球温暖化"
ブルーカーボン,背景,"海洋,生態系,二酸化炭素,保全,バイオマス,海草,炭素貯蓄,持続可能性,地球温暖化,海底"
ブルーカーボン,課題,"炭素循環,  海洋生物,  森林保全,  河川流域,  海底堆積物,  沿岸生態系,  海草,  貯留,  地中,  酸素発生"
ブルーカーボン,影響,"気候変動,  海洋,  生態系,  酸性化,  海草,  漁業,  炭素固定,  海底,  生物多様性,  沿岸"
ブルーカーボン,対策,海草，二酸化炭素，保全，沈泥，排出源，漁業，炭固定，循環，生態系，潮流
CCS,持続可能性,"持続可能性,  再生可能エネルギー,  グリーンテクノロジー,  ゼロエミッション,  カーボンニュートラル,  リサイクル,  エコフレンドリー,  エコロジカルフットプリント,  バイオディーゼル,  CO2削減"
CCS,技術,"CCS, キャプチャ, 輸送, 貯留, 地層, 同位体, スクラブ, ネットワーク, 排出量, 圧縮"
CCS,経済,"需要,  供給,  経済成長,  インフレーション,  失業率,  貿易収支,  賃金水準,  GDP,  金融政策,  為替相場"
CCS,環境負荷,"排出量,  地球温暖化,  廃棄物,  資源枯渇,  持続可能性,  再生可能エネルギー,  森林破壊,  水資源,  大気汚染,  生態系"
CCS,政策,"政策,  持続可能性,  エネルギー,  資源,  削減,  環境,  循環,  排出量,  貢献,  技術"
CCS,背景,"コード,  スタイル,  シート,  レイアウト,  プロパティ,  デザイン,  HTML,  テーマ,  フレームワーク,  レスポンシブ"
CCS,課題,"データセンター,  クラウドコンピューティング,  ネットワーク仮想化,  システム監視,  セキュリティポリシー,  パフォーマンスチューニング,  データバックアップ,  冗長性,  脆弱性診断,  スケーラビリティ"
CCS,影響,"混乱,誤解,指針,適用,統一,セレクタ,プロパティ,モジュール,設計,保守"
CCS,対策,"予防,  温暖化,  持続可能性,  カーボンニュートラル,  再生可能エネルギー,  森林保護,  グリーンテクノロジー,  エコロジカルフットプリント,  サステナビリティ,  パリ協定"
CCUS,持続可能性,"持続可能性,  炭素固定,  環境保護,  二酸化炭素削減,  クリーンエネルギー,  地球温暖化,  カーボンニュートラル,  グリーンテクノロジー,  再生可能エネルギー,  エコロジカル設計"
CCUS,技術,"キャプチャー,脱硫,圧縮,貯留,再生利用,エネルギー効率,排出削減,地質学,モニタリング,リスク管理"
CCUS,経済,"CCUS,  炭素固定,  排出削減,  カーボンキャプチャー,  カーボンストレージ,  二酸化炭素,  グリーンエネルギー,  温室効果ガス,  再生可能エネルギー,  持続可能性"
CCUS,環境負荷,"CCUS,  CO2,  capture,  storage,  utilization,  emissions,  reduction,  technology,  infrastructure,  monitoring"
CCUS,政策,"CCUS,  温室効果ガス,  炭素排出,  地球温暖化,  カーボンキャプチャー,  貯留,  持続可能性,  パイプライン,  地下埋蔵,  脱炭素"
CCUS,背景,"Carbon dioxide,  Capture,  Utilization,  Storage,  Technology,  Reduction,  Greenhouse gases,  Emissions,  Climate change,  Sustainability"
CCUS,課題,"Carbon dioxide,  storage,  utilization,  capture,  sequestration,  emissions,  technology,  infrastructure,  efficiency,  policy"
CCUS,影響,"CCUS,  CO2,  水素,  地下貯蔵,  炭素削減,  キャプチャー,  カーボンニュートラル,  クリーンエネルギー,  グリーンハイドロジェン,  カーボンキャプチャー"
CCUS,対策,"CCUS,  carbon dioxide,  capture,  utilization,  storage,  emissions,  reduction,  technology,  infrastructure,  policy"
エネルギー自立,持続可能性,"持続可能性,  再生可能エネルギー,  グリーンエネルギー,  蓄電池技術,  エネルギー効率,  グリッド接続,  太陽光発電,  風力発電,  バイオマスエネルギー,  水力発電"
エネルギー自立,技術,"再生可能エネルギー,  太陽光発電,  風力発電,  グリッド接続,  蓄電池,  マイクログリッド,  水力発電,  バイオマス,  地熱エネルギー,  光熱発電"
エネルギー自立,経済,"再生可能エネルギー,  太陽光発電,  風力発電,  バイオマスエネルギー,  水力発電,  地熱エネルギー,  ヒドロポン,  グリッド接続,  エネルギーストレージ,  ネットメータリング"
エネルギー自立,環境負荷,"エネルギー,  自立,  環境,  負荷,  関係,  語彙"
エネルギー自立,政策,"再生可能エネルギー,  太陽光発電,  風力発電,  地熱,  水力発電,  バイオマス,  蓄電池,  グリッド接続,  エネルギー効率,  非化石燃料"
エネルギー自立,背景,"再生可能エネルギー,  環境保護,  電力需要,  持続可能性,  太陽光発電,  風力発電,  自然エネルギー,  グリーンエネルギー,  インフラストラクチャー,  資源有効活用"
エネルギー自立,課題,"再生可能エネルギー,  再利用,  蓄電池,  グリッド接続,  エネルギー効率,  太陽光発電,  風力発電,  バイオマス,  グリーンテクノロジー,  エネルギーマネジメント"
エネルギー自立,影響,"太陽光発電,  風力発電,  蓄電池,  再生可能エネルギー,  グリッド接続,  自給自足,  堆熱利用,  エネルギー効率,  離島電源,  マイクログリッド"
エネルギー自立,対策,"省エネ,再生可能エネルギー,蓄電池,太陽光発電,風力発電,地熱発電,バイオマス,エネルギーマネジメント,エネルギー効率,スマートグリッド"
持続可能エネルギー,持続可能性,"持続可能性,  再生可能エネルギー,  グリーンエネルギー,  クリーンエネルギー,  再生可能資源,  環境保護,  カーボンニュートラル,  リサイクル,  エコフレンドリー,  ゼロエミッション"
持続可能エネルギー,技術,"再生可能エネルギー,  太陽光,  風力,  水力,  地熱,  バイオマス,  潮力,  生ごみ発酵,  ヒドロ電力,  太陽光発電"
持続可能エネルギー,経済,"再生可能エネルギー,  環境保護,  グリーンテクノロジー,  カーボンニュートラル,  再利用,  グリッド接続,  エネルギーフォーム,  サステナビリティ,  バイオマス,  グリーンジョブ"
持続可能エネルギー,環境負荷,"CO2排出,  再生可能エネルギー,  森林破壊,  水資源枯渇,  地球温暖化,  バイオマスエネルギー,  風力発電,  太陽光発電,  地熱エネルギー,  温室効果"
持続可能エネルギー,政策,"再生可能エネルギー,  グリーンエネルギー,  ソーラーパネル,  風力発電,  バイオマス,  シームレス電力,  エネルギー効率,  カーボンニュートラル,  地熱発電,  ヒドロパワー"
持続可能エネルギー,背景,"再生可能エネルギー,  地球温暖化,  再生可能性,  環境保護,  グリーンエネルギー,  持続可能性,  再生可能資源,  クリーンエネルギー,  カーボンニュートラル,  エコロジー"
持続可能エネルギー,課題,"再生可能エネルギー,  温室効果ガス,  太陽光発電,  風力発電,  バイオマス,  地熱,  水力発電,  ネガワット,  グリッド接続,  エネルギー貯蔵"
持続可能エネルギー,影響,"再生可能エネルギー,  再利用,  グリーンエネルギー,  カーボンニュートラル,  エコフレンドリー,  バイオマス,  太陽光,  風力,  地熱,  水力"
持続可能エネルギー,対策,"再生可能エネルギー,  太陽光発電,  風力発電,  水力発電,  バイオマス,  ジオサーマル,  潮力発電,  地熱,  ヒドロパワー,  廃棄物発電"
グリーンイノベーション,持続可能性,"持続可能性,  環境保護,  再生可能エネルギー,  エコフレンドリー,  ローカルフード,  循環経済,  ゼロエミッション,  サステナビリティ,  クリーンテクノロジー,  バイオディバーシティ"
グリーンイノベーション,技術,"環境技術,  再生可能エネルギー,  ゼロエミッション,  バイオディーゼル,  クリーンテック,  エコデザイン,  サステナビリティ,  カーボンフットプリント,  リサイクル,  グリッドシステム"
グリーンイノベーション,経済,"イノベーション,  グリーンテクノロジー,  サステナビリティ,  クリーンエネルギー,  環境保護,  再生可能エネルギー,  資源効率,  ローカルプロダクション,  循環経済,  グリーンビジネス"
グリーンイノベーション,環境負荷,"エネルギー効率,  再生可能エネルギー,  バイオマス,  グリーンテクノロジー,  カーボンフットプリント,  リサイクル,  持続可能性,  大気汚染,  水質汚染,  生態系"
グリーンイノベーション,政策,"グリーンエネルギー,  サステナビリティ,  再生可能エネルギー,  カーボンニュートラル,  エコフレンドリー,  ゼロエミッション,  循環経済,  生態系保全,  環境税,  資源有効利用"
グリーンイノベーション,背景,"環境保護,  サステナビリティ,  クリーンエネルギー,  リサイクル,  カーボンフットプリント,  バイオマス,  再生可能エネルギー,  エコフレンドリー,  ローカルフード,  持続可能性"
グリーンイノベーション,課題,"技術革新,  持続可能性,  環境保護,  再生可能エネルギー,  クリーンテクノロジー,  カーボンフットプリント,  エコデザイン,  リサイクル,  地球温暖化,  資源効率"
グリーンイノベーション,影響,"革新,  持続可能性,  環境保護,  技術革新,  再生可能エネルギー,  クリーンテクノロジー,  カーボンフットプリント,  エコフレンドリー,  リサイクル,  ゼロエミッション"
グリーンイノベーション,対策,"環境保護,  再生可能エネルギー,  カーボンニュートラル,  サステナビリティ,  リサイクル,  エコフレンドリー,  グリーンテクノロジー,  ローカルフード,  持続可能性,  CO2削減"
ネットゼロ,持続可能性,"持続可能性,  ネットゼロ,  環境,  再生可能エネルギー,  温室効果ガス,  リサイクル,  カーボンニュートラル,  バイオ多様性,  持続可能な開発,  グリーンテクノロジー"
ネットゼロ,技術,"データ分析,  ブロックチェーン,  デジタルツイン,  ゼロエミッション,  サイバーセキュリティ,  クラウドコンピューティング,  インターネット・オブ・シングス,  5G,  サステナビリティ,  サイバーフィジカルシステム"
ネットゼロ,経済,"持続可能性,  再生可能エネルギー,  グリーンビジネス,  リサイクル,  炭素中立,  ライフサイクルコスト,  ゼロウェイスト,  ナチュラルキャピタル,  サーキュラーエコノミー,  グリーンテクノロジー"
ネットゼロ,環境負荷,"持続可能性,  再生可能エネルギー,  カーボンフットプリント,  サステナビリティ,  ゼロエミッション,  再利用,  バイオダイバーシティ,  エコロジカルフットプリント,  リサイクル,  グリーンテクノロジー"
ネットゼロ,政策,"ネットゼロ,  政策,  環境保護,  温室効果ガス,  再生可能エネルギー,  カーボンオフセット,  グリーンテクノロジー,  持続可能性,  グリーンライフスタイル,  クリーンエネルギー,  地球温暖化"
ネットゼロ,背景,"ビジョン,  持続可能性,  炭素排出,  再生可能エネルギー,  カーボンオフセット,  グリーンテクノロジー,  グローバルウォーミング,  クリーンエネルギー,  気候変動,  環境保護"
ネットゼロ,課題,"課題,  関係,  語彙,  ネットゼロ,  10個,  挙げる,  回答,  単語,  CSV,  形式"
ネットゼロ,影響,"ネットワーク,  エネルギー,  カーボン,  排出量,  温室効果ガス,  再生可能エネルギー,  ゼロエミッション,  持続可能,  循環経済,  クリーンテクノロジー"
ネットゼロ,対策,"サイバーセキュリティ,  ファイアウォール,  暗号化,  セキュリティポリシー,  ネットワークセグメンテーション,  脆弱性スキャン,  マルウェア対策,  パッチ管理,  二要素認証,  セキュリティトレーニング"
ゼロカーボンシティ,持続可能性,"持続可能性,  環境,  再生可能エネルギー,  グリーンビルディング,  カーボンニュートラル,  レジリエンス,  資源効率,  エコモビリティ,  エコシステム,  循環経済"
ゼロカーボンシティ,技術,"再生可能エネルギー,  グリッド連携,  エネルギーマネジメントシステム,  再利用可能資源,  環境負荷,  ゼロエミッション輸送,  スマートインフラ,  遠隔監視システム,  革新的エネルギー貯蔵,  低炭素技術"
ゼロカーボンシティ,経済,"経済,  インフラ,  事業,  投資,  就業,  雇用,  貿易,  収益,  消費,  需要"
ゼロカーボンシティ,環境負荷,"環境負荷,  温室効果ガス,  再生可能エネルギー,  エネルギー効率,  持続可能性,  自然保護,  循環型経済,  炭素削減,  持続可能な交通,  削減目標"
ゼロカーボンシティ,政策,"省エネルギー,  再生可能エネルギー,  排出削減,  電気自動車,  グリーンビルディング,  カーボンオフセット,  自転車レーン,  コミュニティソーラー,  持続可能性,  リサイクル"
ゼロカーボンシティ,背景,"エネルギー,  温室効果ガス,  再生可能エネルギー,  持続可能性,  グリーンテクノロジー,  環境保護,  地球温暖化,  循環型社会,  ゼロエミッション,  低炭素"
ゼロカーボンシティ,課題,"再生可能エネルギー,  温室効果ガス,  エネルギー効率,  持続可能性,  二酸化炭素,  再利用,  交通渋滞,  脱炭素化,  廃棄物削減,  都市計画"
ゼロカーボンシティ,影響,"エネルギー効率,  再生可能エネルギー,  温室効果ガス,  持続可能性,  グリーンテクノロジー,  低炭素,  循環経済,  防災対策,  都市計画,  モビリティ"
ゼロカーボンシティ,対策,"再生可能エネルギー,  エネルギー効率,  低炭素,  電気自動車,  グリーンテクノロジー,  無排ガス,  廃棄物削減,  持続可能性,  自転車交通,  グリッドシステム"
クリーン開発メカニズム,持続可能性,"持続可能性,  クリーンエネルギー,  環境保護,  リサイクル,  再生可能エネルギー,  気候変動,  イノベーション,  持続可能な開発目標,  資源管理,  グリーンテクノロジー"
クリーン開発メカニズム,技術,"持続可能性,  再生可能エネルギー,  グリーンテクノロジー,  環境保護,  創造的破壊,  低炭素社会,  資源効率,  リサイクル,  ゼロエミッション,  エコイノベーション"
クリーン開発メカニズム,経済,"環境負荷,  カーボンプライシング,  再生可能エネルギー,  エコイノミー,  循環経済,  持続可能性,  クリーンエネルギー,  ローカルプロダクション,  グリーンインフラ,  サステナビリティ"
クリーン開発メカニズム,環境負荷,"環境負荷,  温室効果ガス,  カーボンフットプリント,  再生可能エネルギー,  循環型社会,  持続可能性,  バイオマス,  リサイクル,  エコデザイン,  ゼロエミッション"
クリーン開発メカニズム,政策,"クリーンエネルギー,  持続可能性,  再生可能エネルギー,  カーボンオフセット,  レジリエンス,  低炭素,  グリーンテクノロジー,  削減目標,  サーキュラーエコノミー,  持続可能な開発"
